    0.108420879355160271E+01    0.999590142753165267E+00    0.941055644137869507E+01    0.378375306573353498E+00    0.248847077822562824E+03    0.210058699310245095E+00   -0.239959841571966876E+02
    0.101873162051620025E+01    0.551639475460722006E+00    0.911699585545330393E+01   -0.139838761653016341E+00    0.198029325030456874E+03    0.237526671033838815E+00   -0.239923533558525008E+02
    0.101457249288095963E+01    0.719371392104650287E+00    0.958969360765648737E+01    0.147688405028186143E+00    0.176399162274934810E+03    0.414891488475219727E+00   -0.233448674315010365E+02
    0.885900288287874593E+00    0.234128277991034695E+00    0.100743121880959929E+02   -0.670655771791657251E-01    0.165257268350999055E+03    0.477541716846979436E+00   -0.221551978575094459E+02
    0.103017036796519257E+01    0.996004429973713745E+00    0.967336313631662037E+01    0.176571505453024358E+00    0.272647727599980726E+03    0.377787774240809893E+00   -0.219385631822743719E+02
    0.946604860085994315E+00    0.518936738502165151E+00    0.989115255945812599E+01   -0.185192309248733089E+00    0.221948345397084694E+03    0.189050873908256506E+00   -0.216977726009717102E+02
    0.108493975283981992E+01    0.701381543223903114E+00    0.959901633257958942E+01    0.298393531589605576E+00    0.218975962609155346E+03    0.308807093321690651E+00   -0.215866396684745716E+02
    0.846986809269188123E+00    0.755620280630462049E+00    0.101162219740417605E+02    0.285322280976472165E-01    0.185718044854749394E+03    0.323060903301565616E+00   -0.215648199736463297E+02
    0.100424613316941724E+01    0.441460084108419692E+00    0.973367501765681276E+01   -0.101198629186918243E+00    0.174154981161003008E+03    0.999032613053470131E+00   -0.214398508078826815E+02
    0.110377268454020583E+01    0.180392409213915111E+00    0.926380180106011508E+01    0.286640358202131296E+00    0.179373364882187815E+03    0.755689995739045051E+00   -0.213478502390265632E+02
    0.957386486804993830E+00    0.903327332780367920E+00    0.904841792745177820E+01    0.101037191520942482E+00    0.198978925984311644E+03    0.600524155060920162E+00   -0.212746030273124980E+02
    0.108408861036669335E+01    0.100417272495964904E+01    0.981838655129627647E+01    0.269030305831363670E+00    0.304610882445309585E+03    0.812195062192559991E-01   -0.212738639260782278E+02
    0.836999024070934516E+00    0.819339834860742133E+00    0.101535135678528050E+02   -0.102132546744250874E+00    0.240313226890506826E+03    0.198397809921178392E+00   -0.212050004441564681E+02
    0.100597599234527202E+01    0.548594419459517701E+00    0.977931838013618204E+01    0.252710785374041791E+00    0.179751030386476003E+03    0.977069814248704205E+00   -0.211933126658981337E+02
    0.101668027108963388E+01    0.271539163806715278E+00    0.950626242304552527E+01   -0.126064790540404204E+00    0.184438885644326490E+03    0.975062358265921109E-01   -0.211761438373688122E+02
    0.989189361593573957E+00    0.731021291887822611E+00    0.967413238033941170E+01    0.228639051554628381E+00    0.204462940341417664E+03    0.957180091823987417E-01   -0.210036271441973810E+02
    0.107113720477798990E+01    0.838024859268759248E+00    0.923126363115555648E+01   -0.797131181569246117E-01    0.217725651696616723E+03    0.527734357723533720E+00   -0.209918683212941275E+02
    0.896402433087459372E+00    0.412720600263418669E+00    0.100148115040453813E+02   -0.249129589107932592E+00    0.205375449788487145E+03    0.330326311333366651E+00   -0.208554572635647268E+02
    0.927295154531957100E+00    0.676168781549990272E+00    0.925134128514725340E+01    0.304418550409959465E-01    0.156830620946311797E+03    0.774943797678302126E+00   -0.208005444319875750E+02
    0.106877640620805581E+01    0.504296145643579496E+00    0.914519216895718046E+01    0.127453564433491096E+00    0.189997695146502082E+03    0.631076976463531225E+00   -0.207818566084463612E+02
    0.994390560278693547E+00    0.263826679663401231E+00    0.953547270250176560E+01   -0.160594771521503255E+00    0.173853824564783224E+03    0.363549639173242678E+00   -0.207375250017259560E+02
    0.861953651551944144E+00    0.198089340838308314E+00    0.975096943568809849E+01   -0.161175297467751832E+00    0.133352295994652309E+03    0.477027111011621041E+00   -0.206627873251285017E+02
    0.956904679363312805E+00    0.193102558584199613E+00    0.998118164737268643E+01    0.228375715655365852E+00    0.177506104849083272E+03    0.613582038059923507E+00   -0.206150857998018964E+02
    0.109246462153581803E+01    0.737993801490781642E+00    0.979540196292249732E+01    0.921761299498848885E-01    0.254272169113422080E+03    0.703701313153571983E+00   -0.205833029842580686E+02
    0.998673310829801597E+00    0.547176187989245499E+00    0.945839838782998399E+01    0.224408395373051572E+00    0.163839986101786934E+03    0.229778887726694636E+00   -0.205300154905555274E+02
    0.100036923014566592E+01    0.569832771199664023E+00    0.964950697086045928E+01    0.192318247845505663E+00    0.182336238890134069E+03    0.694046041479046139E+00   -0.205062314544601563E+02
    0.898678406821915132E+00    0.128848924049517644E+00    0.985500903675890427E+01   -0.267379186021855730E+00    0.173888106704733900E+03    0.445749549718444313E-01   -0.204555520292442381E+02
    0.100170810309093739E+01    0.382808501331290851E+00    0.921073797217153256E+01    0.159839399784909020E+00    0.179327674099101586E+03    0.732217069320503788E-02   -0.204404514922615448E+02
    0.926550510108385961E+00    0.925798779946109041E+00    0.956250599827882830E+01    0.518058785503847652E-01    0.206688196445871199E+03    0.688012113384669499E+00   -0.204256734504945925E+02
    0.104877358811731924E+01    0.101352499043833388E+01    0.901847447918247447E+01    0.287165727310943364E+00    0.225851261627375607E+03    0.517425394500124147E+00   -0.204130248291397045E+02
    0.104052563498016726E+01    0.826077186970207933E+00    0.987896049272120536E+01    0.245210055399566418E+00    0.257692698544050643E+03    0.924158881652643177E-01   -0.203967470427206905E+02
    0.930029179718523058E+00    0.737356770252675209E+00    0.100450281773507815E+02   -0.773675833661391366E-02    0.198174370650862386E+03    0.967320418132283533E+00   -0.202684275121007573E+02
    0.922870789358258503E+00    0.378774167554104813E+00    0.962112118252919046E+01    0.100132282704835429E+00    0.149549879483737953E+03    0.520331488743939335E-01   -0.202114231217588589E+02
    0.938893551240834290E+00    0.300900511753656397E+00    0.991396389447918303E+01   -0.201091495429037703E+00    0.192230580307405717E+03    0.834476251792154788E+00   -0.202020535774368817E+02
    0.841661468252337119E+00    0.590353989751699171E+00    0.994583826961723183E+01   -0.222797249537456388E+00    0.163152204455798852E+03    0.561838366665621258E+00   -0.201805500902719785E+02
    0.952956258724101724E+00    0.844377016301542160E+00    0.965660779171833994E+01   -0.807146498087796260E-02    0.200762367884267803E+03    0.964263646080937509E+00   -0.201717318491130655E+02
    0.106393560184158664E+01    0.101857529331706109E+01    0.922278457227525372E+01    0.223330165791502111E+00    0.224701201827668285E+03    0.411298337659080415E+00   -0.201683980163734553E+02
    0.104072798821048695E+01    0.283741453811601707E+00    0.965861741104076543E+01   -0.436927251127254834E-01    0.196154155765734828E+03    0.321099328895934955E+00   -0.201586176510838158E+02
    0.952097130209054510E+00    0.436408812995376261E+00    0.991985410287225555E+01    0.221432298519008697E+00    0.178698776319111914E+03    0.310790397939786189E+00   -0.201490411278979948E+02
    0.106873876793903033E+01    0.346806130870760232E+00    0.945118190918379852E+01    0.197357021963923795E+00    0.197892135707617371E+03    0.359210461131082626E+00   -0.201428884436632067E+02
    0.966988444114205814E+00    0.481252290435238483E+00    0.939049747025725701E+01   -0.219791637389849193E+00    0.156910569235346998E+03    0.880603776552143946E+00   -0.201420997082126974E+02
    0.110181254031812181E+01    0.487148443373369766E+00    0.948031804920793597E+01    0.118191720349528850E+00    0.200982887316545856E+03    0.737650123197194363E+00   -0.201391400660735407E+02
    0.100420783880772335E+01    0.577313620767354929E+00    0.908142185645545474E+01    0.200595678924508469E+00    0.173794182468989504E+03    0.326322815032807856E+00   -0.201339906692061135E+02
    0.988376636817351106E+00    0.278320106976150838E+00    0.985339896765066747E+01   -0.132997337195214893E+00    0.222252841616655274E+03    0.418885974520807947E+00   -0.201008348446935301E+02
    0.102783355094363316E+01    0.208836378057544125E+00    0.915000552824782964E+01    0.146813112689770708E+00    0.151476651783868192E+03    0.582650277261965499E+00   -0.200935760868268183E+02
    0.102285618739259876E+01    0.576949307504042719E+00    0.975816786326617702E+01    0.270190018290804801E+00    0.198244035473497490E+03    0.268068510578710617E+00   -0.200618311681036126E+02
    0.955969741103613768E+00    0.540312698480114428E+00    0.912691678354987701E+01   -0.212746497379998623E+00    0.158090065369945791E+03    0.325727170761069940E+00   -0.200315421747659776E+02
    0.932777076374938563E+00    0.675309219286121198E+00    0.100361378256396918E+02    0.537700478600426912E-01    0.224512677985069189E+03    0.139790406327551187E+00   -0.200135167579579800E+02
    0.935907165658184215E+00    0.662899386780121502E+00    0.960419017578164969E+01   -0.257749055403934779E+00    0.182575962824837745E+03    0.491271804311598115E+00   -0.199981910605809539E+02
    0.102897422250717518E+01    0.608948062958066250E+00    0.954731850857201181E+01    0.314440135459110870E-01    0.207085514084062510E+03    0.347709479833195112E+00   -0.199714127137466235E+02
    0.873482821036850487E+00    0.237643354759257797E+00    0.946198213019808598E+01   -0.221836969075237533E+00    0.130290678036705714E+03    0.737364322878613310E+00   -0.199424247479748793E+02
    0.923271634081498038E+00    0.140015568002671342E+00    0.101297924917762288E+02    0.966481781108265992E-01    0.207970176433330749E+03    0.216292643319876521E+00   -0.199247337370778084E+02
    0.925396422958150833E+00    0.562278767294282167E+00    0.975090958302372357E+01    0.464028022626759018E-01    0.173761877871642696E+03    0.252997125413746193E+00   -0.199000700285833680E+02
    0.865024554786575028E+00    0.247940202463326487E+00    0.984711184681351170E+01   -0.258108664090556328E+00    0.142198245939760852E+03    0.753182849155171197E+00   -0.198932441676547533E+02
    0.825390978108749396E+00    0.820059180071331495E+00    0.100137598143576838E+02   -0.182490395188430909E+00    0.190726460586782338E+03    0.839823828340147904E+00   -0.198588214355502828E+02
    0.841336011942142359E+00    0.746894132560028567E+00    0.100705956505135088E+02   -0.124385083286833620E+00    0.186921682388784319E+03    0.766014196853861185E+00   -0.197808078772637614E+02
    0.957166351308347041E+00    0.946848602530666938E+00    0.982934676396836515E+01   -0.940308278789880880E-01    0.218468995482672824E+03    0.985357677603317272E+00   -0.197733096435055913E+02
    0.101841651219925300E+01    0.705819972203940105E+00    0.985945359677247524E+01   -0.868001301283554128E-01    0.240283526312733159E+03    0.480043286677865833E+00   -0.197606895425436022E+02
    0.102130972398542830E+01    0.422176955264563836E+00    0.933637119233255675E+01    0.232404521017881116E+00    0.168994395192465788E+03    0.450960041550736296E-01   -0.197511389472178926E+02
    0.993214784921086946E+00    0.808474801627605766E+00    0.911893958755279677E+01   -0.131499650844705496E+00    0.207272227400826154E+03    0.418297960355630827E+00   -0.197444822092931673E+02
    0.993081247483604823E+00    0.947583450637153435E+00    0.971748605459952941E+01    0.259068084862669856E+00    0.210652478049428368E+03    0.949854335521188475E+00   -0.197419458162793369E+02
    0.105560992073646132E+01    0.956540900282922379E+00    0.918088414222071059E+01    0.261774225986367348E+00    0.237256395557604350E+03    0.836958165748332428E-01   -0.197199210553660649E+02
    0.896100801933057745E+00    0.406272292714068672E+00    0.947739275981204976E+01   -0.155570057186939170E+00    0.140025700683443887E+03    0.278438421811049441E+00   -0.197063817228277642E+02
    0.867789895160649416E+00    0.667005562095238314E+00    0.101107274130093305E+02    0.446195058757443697E-01    0.179050900784232709E+03    0.167558488450309934E+00   -0.197061279222561723E+02
    0.995440617221167168E+00    0.648143082616477573E+00    0.955084098345097310E+01   -0.372369408712325267E-01    0.189098591337755380E+03    0.811076732251009291E+00   -0.197030768747116056E+02
    0.958570480752810816E+00    0.798975966665804505E+00    0.945229800415227217E+01   -0.185922055130443908E+00    0.198556004837117172E+03    0.737720935628751295E+00   -0.197024927474534621E+02
    0.100424349395472023E+01    0.159802886710343262E+00    0.949358860862475318E+01   -0.147369371745703859E+00    0.176319413559667623E+03    0.461470024719944527E+00   -0.197020840214347714E+02
    0.963223569221476672E+00    0.131978535345684378E+00    0.994338643354440599E+01    0.209552136665270172E+00    0.179596046497553914E+03    0.565031649782586243E+00   -0.197009633605721177E+02
    0.103941381855447612E+01    0.736330319078172368E+00    0.947640027653752703E+01   -0.738278746345857328E-01    0.194483465330624597E+03    0.680109276395073792E+00   -0.196872037815935172E+02
    0.107947633078297245E+01    0.737277174623600429E+00    0.924228914339081520E+01   -0.293088418728508771E-01    0.202696841435676987E+03    0.750430533276134626E+00   -0.196705442113638362E+02
    0.109797222527619454E+01    0.698493628545871936E+00    0.950359392251178470E+01    0.131970269415892183E+00    0.218771123563108574E+03    0.327711934627089807E+00   -0.196672020724828727E+02
    0.881264580085649563E+00    0.651684384973511888E+00    0.100269278418178693E+02   -0.492813275156125385E-01    0.192587162930077341E+03    0.308663793132810449E+00   -0.196559959079776263E+02
    0.108896804995814445E+01    0.425561177967289817E+00    0.920715870657803848E+01    0.151724133630781743E-01    0.184009399084885558E+03    0.613355175168724731E+00   -0.196476597396424495E+02
    0.101356405325448384E+01    0.704741750800094158E+00    0.987280448829159951E+01    0.243676023421993904E+00    0.219290741572720947E+03    0.281358551231350451E+00   -0.196409110256923221E+02
    0.993992937988453673E+00    0.609104010848959376E+00    0.911493297794462976E+01    0.290610293907533901E-03    0.144858581045174788E+03    0.997409905431048016E+00   -0.196038469563361382E+02
    0.918486193818557450E+00    0.429821754978909620E+00    0.993310858609534719E+01    0.230519153277484179E-01    0.156097466740566659E+03    0.445404319283564332E+00   -0.195995360651224715E+02
    0.919823293660231633E+00    0.616731348973621918E+00    0.925599566482904024E+01   -0.137329208958124838E+00    0.139919170851776670E+03    0.846557773239338895E+00   -0.195985403417315496E+02
    0.949979306994918615E+00    0.935008337328187555E+00    0.940526622605731788E+01   -0.237115427627167641E+00    0.226343897856406556E+03    0.257466401331512343E-01   -0.195909304659616161E+02
    0.918308335239135909E+00    0.898023206828303167E+00    0.980292886140333408E+01   -0.262395988656421775E+00    0.223402830484326785E+03    0.852254284744429325E+00   -0.195697133886832226E+02
    0.109444949973865069E+01    0.151176041608306694E+00    0.920864491705135890E+01    0.178900474474729787E+00    0.184453070245091340E+03    0.403771952441281501E+00   -0.195639352229803762E+02
